"ML_Model","Disease","LLM_1","LLM_2","n_seeds","mean_1","mean_2","df","p_value","q_value"
"GLMNETLasso","KD/MIS-C","GPT o3 Short","Gemini 2.5 Pro Short",97,0.875096017788559,0.847948251465535,96,0.000219212903829868,0.000509754026793476
"GLMNETLasso","KD/MIS-C","GPT o3 Short","Gemini Advanced 2.0 Flash Long",100,0.874098039215686,0.850764705882353,99,2.39810219063562e-05,6.08440425691007e-05
"GLMNETLasso","KD/MIS-C","GPT o3 Short","Gemini Advanced 2.0 Flash Short",100,0.874098039215686,0.818980392156863,99,1.21917835550521e-09,4.21385156174334e-09
"GLMNETLasso","KD/MIS-C","GPT o3 Short","Random",100,0.874098039215686,0.765098039215686,99,4.32192731106251e-29,5.72760269864109e-28
"GLMNETLasso","KD/MIS-C","Gemini 2.5 Pro Long","Gemini 2.5 Pro Short",97,0.860905599353143,0.847948251465535,96,0.0464798140617836,0.0751717371970789
"GLMNETLasso","KD/MIS-C","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Long",100,0.860372549019608,0.850764705882353,99,0.0571976821574745,0.0905740558526133
"GLMNETLasso","KD/MIS-C","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Short",100,0.860372549019608,0.818980392156863,99,9.01961758198408e-07,2.5974215188625e-06
"GLMNETLasso","KD/MIS-C","Gemini 2.5 Pro Long","Random",100,0.860372549019608,0.765098039215686,99,1.3922452530612e-25,1.31973247946426e-24
"GLMNETLasso","KD/MIS-C","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Long",97,0.847948251465535,0.851647463108955,96,0.608436517705347,0.689797214840365
"GLMNETLasso","KD/MIS-C","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Short",97,0.847948251465535,0.818718415201132,96,0.00142283482041817,0.00301111555018728
"GLMNETLasso","KD/MIS-C","Gemini 2.5 Pro Short","Random",97,0.847948251465535,0.766343238326258,96,1.68843334988049e-17,9.84919454096952e-17
"GLMNETLasso","KD/MIS-C","Gemini Advanced 2.0 Flash Long","Gemini Advanced 2.0 Flash Short",100,0.850764705882353,0.818980392156863,99,0.000206819408962756,0.000482578620913097
"GLMNETLasso","KD/MIS-C","Gemini Advanced 2.0 Flash Long","Random",100,0.850764705882353,0.765098039215686,99,6.36119222261458e-21,4.23708043437551e-20
"GLMNETLasso","KD/MIS-C","Gemini Advanced 2.0 Flash Short","Random",100,0.818980392156863,0.765098039215686,99,1.35935303724886e-08,4.42844127886561e-08
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","Claude 3.7 Sonnet Short",100,0.870274509803922,0.882549019607843,99,0.000262179572918879,0.000603499354189326
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","Claude Opus4 Long",100,0.870274509803922,0.868686274509804,99,0.605808128311302,0.687388275265941
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","Claude Opus4 Short",100,0.870274509803922,0.875882352941176,99,0.0788899647299659,0.121677742210625
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","DESeq",100,0.870274509803922,0.934705882352941,99,2.17998608824457e-27,2.5005722776923e-26
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","GPT 4o Long",100,0.870274509803922,0.853705882352941,99,0.000270145333487677,0.000619745176824671
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","GPT 4o Short",100,0.870274509803922,0.809372549019608,99,1.30618779405841e-12,5.38654483048255e-12
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","GPT o3 Long",59,0.871585244267198,0.878364905284148,58,0.0239502406056749,0.0407124264343042
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","GPT o3 Short",100,0.870274509803922,0.878352941176471,99,0.0254423991043098,0.0429812806650778
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Long",100,0.870274509803922,0.876647058823529,99,0.0283892586206181,0.0473154310343635
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Short",98,0.871008403361345,0.860984393757503,97,0.0561807668058682,0.0890670693263764
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Long",100,0.870274509803922,0.865313725490196,99,0.206832720318967,0.281763136961467
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Short",100,0.870274509803922,0.840156862745098,99,8.78546089328819e-05,0.000213763888045247
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Long","Random",100,0.870274509803922,0.76256862745098,99,4.04767879687532e-31,6.50009595027626e-30
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","Claude Opus4 Long",100,0.882549019607843,0.868686274509804,99,0.000347490236428712,0.000789224913020287
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","Claude Opus4 Short",100,0.882549019607843,0.875882352941176,99,0.0643131624066594,0.100905134120793
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","DESeq",100,0.882549019607843,0.934705882352941,99,5.3228758992195e-19,3.31768292348613e-18
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","GPT 4o Long",100,0.882549019607843,0.853705882352941,99,1.08845471161138e-08,3.59743506380031e-08
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","GPT 4o Short",100,0.882549019607843,0.809372549019608,99,3.84146863577568e-16,2.07257102285921e-15
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","GPT o3 Long",59,0.880691259554669,0.878364905284148,58,0.585242674835768,0.671307774076322
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","GPT o3 Short",100,0.882549019607843,0.878352941176471,99,0.322452028175026,0.40716652956421
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Long",100,0.882549019607843,0.876647058823529,99,0.0830758475840735,0.127845019111906
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Short",98,0.883093237294918,0.860984393757503,97,0.000149797272256783,0.000353759994170431
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Long",100,0.882549019607843,0.865313725490196,99,0.000193768015565735,0.00045367640008101
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Short",100,0.882549019607843,0.840156862745098,99,1.14957720621637e-08,3.79027267266991e-08
"GLMNETRidge","KD/MIS-C","Claude 3.7 Sonnet Short","Random",100,0.882549019607843,0.76256862745098,99,7.33894606094381e-35,1.5411786727982e-33
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","Claude Opus4 Short",100,0.868686274509804,0.875882352941176,99,0.0705551256270121,0.110065995978139
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","DESeq",100,0.868686274509804,0.934705882352941,99,1.59393432461508e-24,1.3946925340382e-23
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","GPT 4o Long",100,0.868686274509804,0.853705882352941,99,0.00150042736734997,0.00315089747143495
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","GPT 4o Short",100,0.868686274509804,0.809372549019608,99,3.15423626188685e-12,1.25892763084080e-11
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","GPT o3 Long",59,0.870056497175141,0.878364905284148,58,0.0339368652695001,0.0561500861731728
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","GPT o3 Short",100,0.868686274509804,0.878352941176471,99,0.0122060244938226,0.0221558822261541
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","Gemini 2.5 Pro Long",100,0.868686274509804,0.876647058823529,99,0.0139265594998371,0.0246559710989334
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","Gemini 2.5 Pro Short",98,0.869467787114846,0.860984393757503,97,0.129802477454341,0.189211094324087
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","Gemini Advanced 2.0 Flash Long",100,0.868686274509804,0.865313725490196,99,0.413064127729235,0.501184474978139
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","Gemini Advanced 2.0 Flash Short",100,0.868686274509804,0.840156862745098,99,0.000195177181321105,0.000456193240587858
"GLMNETRidge","KD/MIS-C","Claude Opus4 Long","Random",100,0.868686274509804,0.76256862745098,99,9.96615437390666e-33,1.83835144870035e-31
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","DESeq",100,0.875882352941176,0.934705882352941,99,1.03017685339155e-23,8.32065920047025e-23
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","GPT 4o Long",100,0.875882352941176,0.853705882352941,99,6.31459477603901e-06,1.67043059482427e-05
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","GPT 4o Short",100,0.875882352941176,0.809372549019608,99,3.94887775633397e-14,1.84596511554653e-13
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","GPT o3 Long",59,0.877035559986707,0.878364905284148,58,0.777298276590102,0.835423807182
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","GPT o3 Short",100,0.875882352941176,0.878352941176471,99,0.553162635179094,0.640973681680359
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","Gemini 2.5 Pro Long",100,0.875882352941176,0.876647058823529,99,0.830995816204859,0.871205291182513
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","Gemini 2.5 Pro Short",98,0.876470588235294,0.860984393757503,97,0.00547174028659611,0.010460679959669
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","Gemini Advanced 2.0 Flash Long",100,0.875882352941176,0.865313725490196,99,0.0211027520683392,0.0364623500927632
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","Gemini Advanced 2.0 Flash Short",100,0.875882352941176,0.840156862745098,99,4.08096530365321e-06,1.10089281412779e-05
"GLMNETRidge","KD/MIS-C","Claude Opus4 Short","Random",100,0.875882352941176,0.76256862745098,99,2.76022627042322e-31,4.48536768943774e-30
"GLMNETRidge","KD/MIS-C","DESeq","GPT 4o Long",100,0.934705882352941,0.853705882352941,99,8.8503501164829e-27,9.66458232719933e-26
"GLMNETRidge","KD/MIS-C","DESeq","GPT 4o Short",100,0.934705882352941,0.809372549019608,99,8.06392783213021e-34,1.64287484938175e-32
"GLMNETRidge","KD/MIS-C","DESeq","GPT o3 Long",59,0.940445330674643,0.878364905284148,58,6.39026698145787e-18,3.82575194284649e-17
"GLMNETRidge","KD/MIS-C","DESeq","GPT o3 Short",100,0.934705882352941,0.878352941176471,99,1.14464659844352e-21,8.18032778468801e-21
"GLMNETRidge","KD/MIS-C","DESeq","Gemini 2.5 Pro Long",100,0.934705882352941,0.876647058823529,99,6.26776147424576e-22,4.52671662028861e-21
"GLMNETRidge","KD/MIS-C","DESeq","Gemini 2.5 Pro Short",98,0.935494197679072,0.860984393757503,97,2.66349993564028e-23,2.10154763708034e-22
"GLMNETRidge","KD/MIS-C","DESeq","Gemini Advanced 2.0 Flash Long",100,0.934705882352941,0.865313725490196,99,5.86091988033896e-26,5.83952966179758e-25
"GLMNETRidge","KD/MIS-C","DESeq","Gemini Advanced 2.0 Flash Short",100,0.934705882352941,0.840156862745098,99,2.78630448600075e-23,2.18580782953507e-22
"GLMNETRidge","KD/MIS-C","DESeq","Random",100,0.934705882352941,0.76256862745098,99,1.17570722894672e-49,5.17690441132993e-48
"GLMNETRidge","KD/MIS-C","GPT 4o Long","GPT 4o Short",100,0.853705882352941,0.809372549019608,99,1.39757135784873e-07,4.32581610762701e-07
"GLMNETRidge","KD/MIS-C","GPT 4o Long","GPT o3 Long",59,0.851977401129943,0.878364905284148,58,6.09926930807968e-06,1.61974758862427e-05
"GLMNETRidge","KD/MIS-C","GPT 4o Long","GPT o3 Short",100,0.853705882352941,0.878352941176471,99,2.70389673613112e-07,8.2384353678995e-07
"GLMNETRidge","KD/MIS-C","GPT 4o Long","Gemini 2.5 Pro Long",100,0.853705882352941,0.876647058823529,99,5.21781453771096e-07,1.54165905724606e-06
"GLMNETRidge","KD/MIS-C","GPT 4o Long","Gemini 2.5 Pro Short",98,0.853861544617847,0.860984393757503,97,0.253527289692237,0.332689270802535
"GLMNETRidge","KD/MIS-C","GPT 4o Long","Gemini Advanced 2.0 Flash Long",100,0.853705882352941,0.865313725490196,99,0.0231554642840238,0.0395090109346157
"GLMNETRidge","KD/MIS-C","GPT 4o Long","Gemini Advanced 2.0 Flash Short",100,0.853705882352941,0.840156862745098,99,0.0677591433002269,0.105957800905987
"GLMNETRidge","KD/MIS-C","GPT 4o Long","Random",100,0.853705882352941,0.76256862745098,99,2.67678169755032e-24,2.28362938572261e-23
"GLMNETRidge","KD/MIS-C","GPT 4o Short","GPT o3 Long",59,0.803389830508475,0.878364905284148,58,5.66298614201884e-11,2.10053697930862e-10
"GLMNETRidge","KD/MIS-C","GPT 4o Short","GPT o3 Short",100,0.809372549019608,0.878352941176471,99,3.82459345741417e-15,1.93354447013716e-14
"GLMNETRidge","KD/MIS-C","GPT 4o Short","Gemini 2.5 Pro Long",100,0.809372549019608,0.876647058823529,99,1.31032486763664e-14,6.2978642405775e-14
"GLMNETRidge","KD/MIS-C","GPT 4o Short","Gemini 2.5 Pro Short",98,0.808803521408563,0.860984393757503,97,2.8047947554585e-10,1.00486741238867e-09
"GLMNETRidge","KD/MIS-C","GPT 4o Short","Gemini Advanced 2.0 Flash Long",100,0.809372549019608,0.865313725490196,99,6.33140850516675e-11,2.34210639825274e-10
"GLMNETRidge","KD/MIS-C","GPT 4o Short","Gemini Advanced 2.0 Flash Short",100,0.809372549019608,0.840156862745098,99,0.000767971608575588,0.00168533962332103
"GLMNETRidge","KD/MIS-C","GPT 4o Short","Random",100,0.809372549019608,0.76256862745098,99,1.21939294277555e-09,4.21385156174334e-09
"GLMNETRidge","KD/MIS-C","GPT o3 Long","GPT o3 Short",59,0.878364905284148,0.880790960451977,58,0.518920182466336,0.610099956129671
"GLMNETRidge","KD/MIS-C","GPT o3 Long","Gemini 2.5 Pro Long",59,0.878364905284148,0.876736457294782,58,0.617007807448885,0.697198391695139
"GLMNETRidge","KD/MIS-C","GPT o3 Long","Gemini 2.5 Pro Short",57,0.880254557963536,0.861644306845545,56,0.00516448922598874,0.00988713575522388
"GLMNETRidge","KD/MIS-C","GPT o3 Long","Gemini Advanced 2.0 Flash Long",59,0.878364905284148,0.865237620471918,58,0.0252098285067453,0.0426411597418926
"GLMNETRidge","KD/MIS-C","GPT o3 Long","Gemini Advanced 2.0 Flash Short",59,0.878364905284148,0.838551013625789,58,3.04787844196675e-05,7.64770969353789e-05
"GLMNETRidge","KD/MIS-C","GPT o3 Long","Random",59,0.878364905284148,0.75785975407112,58,5.56653923397964e-22,4.04166279488415e-21
"GLMNETRidge","KD/MIS-C","GPT o3 Short","Gemini 2.5 Pro Long",100,0.878352941176471,0.876647058823529,99,0.650967991234443,0.730421215443132
"GLMNETRidge","KD/MIS-C","GPT o3 Short","Gemini 2.5 Pro Short",98,0.879131652661064,0.860984393757503,97,0.00135140241348869,0.00286884027124736
"GLMNETRidge","KD/MIS-C","GPT o3 Short","Gemini Advanced 2.0 Flash Long",100,0.878352941176471,0.865313725490196,99,0.00634665905774852,0.0120322077969816
"GLMNETRidge","KD/MIS-C","GPT o3 Short","Gemini Advanced 2.0 Flash Short",100,0.878352941176471,0.840156862745098,99,4.046653160334e-06,1.09379832947642e-05
"GLMNETRidge","KD/MIS-C","GPT o3 Short","Random",100,0.878352941176471,0.76256862745098,99,3.0999185217721e-33,6.1324475104622e-32
"GLMNETRidge","KD/MIS-C","Gemini 2.5 Pro Long","Gemini 2.5 Pro Short",98,0.877671068427371,0.860984393757503,97,0.00164300296460474,0.00341874854677664
"GLMNETRidge","KD/MIS-C","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Long",100,0.876647058823529,0.865313725490196,99,0.0069718478431321,0.0131497185480772
"GLMNETRidge","KD/MIS-C","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Short",100,0.876647058823529,0.840156862745098,99,1.72515950079346e-06,4.83540599298373e-06
"GLMNETRidge","KD/MIS-C","Gemini 2.5 Pro Long","Random",100,0.876647058823529,0.76256862745098,99,3.17739997889049e-33,6.19592995883645e-32
"GLMNETRidge","KD/MIS-C","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Long",98,0.860984393757503,0.8656262505002,97,0.423719137742674,0.513200197887089
"GLMNETRidge","KD/MIS-C","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Short",98,0.860984393757503,0.839915966386555,97,0.0119353515514252,0.0217712929097693
"GLMNETRidge","KD/MIS-C","Gemini 2.5 Pro Short","Random",98,0.860984393757503,0.762525010004002,97,4.70209014490336e-26,4.78981570730828e-25
"GLMNETRidge","KD/MIS-C","Gemini Advanced 2.0 Flash Long","Gemini Advanced 2.0 Flash Short",100,0.865313725490196,0.840156862745098,99,0.000577313094569806,0.00127719995800289
"GLMNETRidge","KD/MIS-C","Gemini Advanced 2.0 Flash Long","Random",100,0.865313725490196,0.76256862745098,99,6.90880201979607e-26,6.78454299066305e-25
"GLMNETRidge","KD/MIS-C","Gemini Advanced 2.0 Flash Short","Random",100,0.840156862745098,0.76256862745098,99,4.07758119127446e-16,2.1912985535786e-15
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","Claude 3.7 Sonnet Short",100,0.82421568627451,0.845823529411765,99,0.0381956633981886,0.0625895324592167
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","Claude Opus4 Long",100,0.82421568627451,0.822745098039216,99,0.91832256280439,0.940367815624901
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","Claude Opus4 Short",100,0.82421568627451,0.831127450980392,99,0.568594198257897,0.653859377103647
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","DESeq",100,0.82421568627451,0.930460784313725,99,3.81137113433544e-17,2.14980231337515e-16
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","GPT 4o Long",100,0.82421568627451,0.809401960784314,99,0.208869531820324,0.283511336504825
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","GPT 4o Short",100,0.82421568627451,0.744627450980392,99,8.81595820067736e-07,2.54414015727793e-06
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","GPT o3 Long",59,0.825639747424393,0.846477234961781,58,0.187981783498499,0.260767413084808
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","GPT o3 Short",100,0.82421568627451,0.828039215686274,99,0.79895295869899,0.84737699132376
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Long",100,0.82421568627451,0.822833333333333,99,0.929835930422131,0.947995202647832
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Short",98,0.823309323729492,0.808773509403762,97,0.267118231225028,0.347253700592537
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Long",100,0.82421568627451,0.819058823529412,99,0.695965134034709,0.770119358041693
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Short",100,0.82421568627451,0.792460784313725,99,0.018994199297288,0.0330281299882778
"NNET","KD/MIS-C","Claude 3.7 Sonnet Long","Random",100,0.82421568627451,0.602852941176471,99,1.92533099362595e-31,3.2049717149993e-30
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","Claude Opus4 Long",100,0.845823529411765,0.822745098039216,99,0.102726390247087,0.156148688961329
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","Claude Opus4 Short",100,0.845823529411765,0.831127450980392,99,0.221573249281608,0.29680813078449
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","DESeq",100,0.845823529411765,0.930460784313725,99,3.07799816462786e-17,1.75793619025817e-16
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","GPT 4o Long",100,0.845823529411765,0.809401960784314,99,0.00142835844152375,0.00301812580910204
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","GPT 4o Short",100,0.845823529411765,0.744627450980392,99,2.84228028464575e-10,1.01563156768101e-09
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","GPT o3 Long",59,0.844931871053506,0.846477234961781,58,0.900840120562767,0.927335418226378
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","GPT o3 Short",100,0.845823529411765,0.828039215686274,99,0.230359662387571,0.30647265025247
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Long",100,0.845823529411765,0.822833333333333,99,0.123878396142497,0.181821516918826
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Short",98,0.845818327330932,0.808773509403762,97,0.00478712493667398,0.00920341625149293
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Long",100,0.845823529411765,0.819058823529412,99,0.0345744472346048,0.0571357390741351
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Short",100,0.845823529411765,0.792460784313725,99,8.77751889895117e-06,2.30409871097468e-05
"NNET","KD/MIS-C","Claude 3.7 Sonnet Short","Random",100,0.845823529411765,0.602852941176471,99,6.45145403259461e-38,1.44364504171994e-36
"NNET","KD/MIS-C","Claude Opus4 Long","Claude Opus4 Short",100,0.822745098039216,0.831127450980392,99,0.537931115013482,0.626515334465361
"NNET","KD/MIS-C","Claude Opus4 Long","DESeq",100,0.822745098039216,0.930460784313725,99,3.40136541138077e-12,1.35360460248827e-11
"NNET","KD/MIS-C","Claude Opus4 Long","GPT 4o Long",100,0.822745098039216,0.809401960784314,99,0.329088102331392,0.413632835803269
"NNET","KD/MIS-C","Claude Opus4 Long","GPT 4o Short",100,0.822745098039216,0.744627450980392,99,1.01088726179851e-05,2.64341209263402e-05
"NNET","KD/MIS-C","Claude Opus4 Long","GPT o3 Long",59,0.817464273845131,0.846477234961781,58,0.133208691697387,0.193642027866808
"NNET","KD/MIS-C","Claude Opus4 Long","GPT o3 Short",100,0.822745098039216,0.828039215686274,99,0.726008536584302,0.795985263002066
"NNET","KD/MIS-C","Claude Opus4 Long","Gemini 2.5 Pro Long",100,0.822745098039216,0.822833333333333,99,0.99533241156523,0.996062127409486
"NNET","KD/MIS-C","Claude Opus4 Long","Gemini 2.5 Pro Short",98,0.822168867547019,0.808773509403762,97,0.349419649046687,0.435180493566357
"NNET","KD/MIS-C","Claude Opus4 Long","Gemini Advanced 2.0 Flash Long",100,0.822745098039216,0.819058823529412,99,0.790465980264461,0.842319915421547
"NNET","KD/MIS-C","Claude Opus4 Long","Gemini Advanced 2.0 Flash Short",100,0.822745098039216,0.792460784313725,99,0.0554140467348898,0.0881587107145974
